order_id,customer_id,customer_name,sku,qty,promised_delivery_date,shipment_id,sla_tier,penalty_per_day_usd,total_value_usd
ORD-50250,CUST-012,Massive Dynamic,P-EL-9102,306,2026-05-20,S-702287,standard,3369,19592.0
ORD-50251,CUST-007,Cyberdyne Systems,P-MC-7200,319,2026-05-22,S-701422,premium,17999,2590.0
ORD-50252,CUST-011,Pearson Specialty Chemicals,P-PK-4501,138,2026-06-15,S-702628,economy,277,38696.0
ORD-50253,CUST-014,Vandelay Industries,P-MC-7200,215,2026-05-23,S-703198,standard,2368,1648.0
ORD-50254,CUST-013,Umbrella Group,P-CH-2211,258,2026-06-15,S-700985,standard,2255,12520.0
ORD-50255,CUST-005,Wayne Enterprises,P-PK-4500,634,2026-05-21,S-703385,standard,1758,3258.0
ORD-50256,CUST-004,Soylent Foods,P-PW-1850,249,2026-06-19,S-702317,standard,3337,118.0
ORD-50257,CUST-007,Cyberdyne Systems,P-MC-7101,520,2026-05-20,S-701715,premium,13419,3788.0
ORD-50258,CUST-010,Hooli Hardware,P-MC-7101,689,2026-05-21,S-702146,economy,238,1087.0
ORD-50259,CUST-004,Soylent Foods,P-SW-3002,417,2026-05-22,S-700957,economy,351,10286.0
ORD-50260,CUST-007,Cyberdyne Systems,P-MC-7100,502,2026-05-23,S-701979,economy,353,578.0
ORD-50261,CUST-005,Wayne Enterprises,P-PK-4500,635,2026-05-22,S-701436,standard,1497,754.0
ORD-50262,CUST-004,Soylent Foods,P-EL-9001,493,2026-06-03,S-703186,standard,2630,1056.0
ORD-50263,CUST-008,Tyrell Corporation,P-EL-9101,22,2026-05-21,S-703140,premium,12136,5270.0
ORD-50264,CUST-001,Acme Industrial,P-EL-9102,60,2026-05-20,S-703187,premium,6980,66.0
ORD-50265,CUST-009,Pied Piper Logistics,P-PK-4500,105,2026-05-23,S-702505,premium,15471,1721.0
ORD-50266,CUST-013,Umbrella Group,P-SW-3002,189,2026-06-11,S-703536,standard,1286,300.0
ORD-50267,CUST-001,Acme Industrial,P-PK-4500,389,2026-05-21,S-703252,standard,1455,250000.0
ORD-50268,CUST-015,Sirius Cybernetics,P-EL-9003,351,2026-05-28,S-701607,premium,6462,398.0
ORD-50269,CUST-005,Wayne Enterprises,P-CH-2210,334,2026-06-01,S-703283,standard,2001,5993.0
ORD-50270,CUST-010,Hooli Hardware,P-EL-9002,191,2026-05-28,S-700868,premium,14530,8999.0
ORD-50271,CUST-007,Cyberdyne Systems,P-PW-1802,317,2026-06-17,S-703046,economy,62,32062.0
ORD-50272,CUST-003,Initech Holdings,P-MC-7102,505,2026-06-04,S-700807,premium,8669,964.0
ORD-50273,CUST-007,Cyberdyne Systems,P-MC-7200,344,2026-06-03,S-700966,premium,4146,5929.0
ORD-50274,CUST-005,Wayne Enterprises,P-EL-9101,692,2026-05-24,S-702715,standard,2844,2615.0
ORD-50275,CUST-011,Pearson Specialty Chemicals,P-PW-1850,232,2026-05-28,S-701450,standard,3473,257.0
ORD-50276,CUST-006,Stark Industries,P-CH-2230,627,2026-06-16,S-701375,premium,13535,1193.0
ORD-50277,CUST-007,Cyberdyne Systems,P-EL-9102,37,2026-05-22,S-701242,standard,1640,35794.0
ORD-50278,CUST-003,Initech Holdings,P-CH-2230,214,2026-06-03,S-702037,economy,197,25825.0
ORD-50279,CUST-007,Cyberdyne Systems,P-SN-5001,390,2026-06-07,S-700926,standard,2904,91037.0
ORD-50280,CUST-012,Massive Dynamic,P-EL-9102,447,2026-06-16,S-701745,premium,14606,3390.0
ORD-50281,CUST-014,Vandelay Industries,P-PW-1801,325,2026-05-30,S-701786,economy,329,83.0
ORD-50282,CUST-006,Stark Industries,P-PW-1802,180,2026-05-31,S-701656,standard,1339,10309.0
ORD-50283,CUST-013,Umbrella Group,P-MC-7101,320,2026-06-01,S-703191,standard,3067,522.0
ORD-50284,CUST-009,Pied Piper Logistics,P-MC-7100,127,2026-05-21,S-701231,economy,287,3412.0
ORD-50285,CUST-012,Massive Dynamic,P-MC-7100,662,2026-05-23,S-703268,standard,3026,4354.0
ORD-50286,CUST-010,Hooli Hardware,P-PK-4500,667,2026-06-21,S-702453,standard,1643,2457.0
ORD-50287,CUST-012,Massive Dynamic,P-MC-7102,230,2026-05-22,S-703423,standard,2625,11645.0
ORD-50288,CUST-013,Umbrella Group,P-EL-9002,429,2026-05-20,S-701151,premium,4695,723.0
ORD-50289,CUST-008,Tyrell Corporation,P-PW-1802,539,2026-05-22,S-702537,standard,3118,72.0
ORD-50290,CUST-008,Tyrell Corporation,P-CH-2211,665,2026-05-26,S-701067,standard,2313,22872.0
ORD-50291,CUST-010,Hooli Hardware,P-MC-7101,28,2026-05-26,S-700742,economy,97,7998.0
ORD-50292,CUST-006,Stark Industries,P-PK-4500,300,2026-06-07,S-703345,standard,2199,889.0
ORD-50293,CUST-002,Globex Manufacturing,P-EL-9003,498,2026-05-24,S-700820,premium,3956,12692.0
ORD-50294,CUST-011,Pearson Specialty Chemicals,P-SN-5001,97,2026-05-25,S-701796,standard,1717,183663.0
ORD-50295,CUST-010,Hooli Hardware,P-CH-2211,419,2026-06-08,S-701753,economy,287,3672.0
ORD-50296,CUST-009,Pied Piper Logistics,P-MC-7102,336,2026-05-21,S-703566,standard,1042,19949.0
ORD-50297,CUST-014,Vandelay Industries,P-MC-7200,685,2026-05-21,S-701464,economy,382,7711.0
ORD-50298,CUST-014,Vandelay Industries,P-CH-2211,235,2026-06-26,S-702443,standard,1137,4497.0
ORD-50299,CUST-011,Pearson Specialty Chemicals,P-PK-4500,150,2026-05-20,S-703222,standard,1084,13711.0
ORD-50300,CUST-010,Hooli Hardware,P-EL-9002,766,2026-05-25,S-703383,standard,894,204.0
ORD-50301,CUST-002,Globex Manufacturing,P-PK-4500,113,2026-05-29,S-700937,standard,1659,8098.0
ORD-50302,CUST-011,Pearson Specialty Chemicals,P-CH-2211,178,2026-05-21,S-700602,economy,67,12971.0
ORD-50303,CUST-002,Globex Manufacturing,P-SW-3002,634,2026-05-26,S-701875,premium,10333,2541.0
ORD-50304,CUST-004,Soylent Foods,P-PW-1802,330,2026-06-14,S-703072,premium,14425,633.0
ORD-50305,CUST-013,Umbrella Group,P-PW-1801,252,2026-05-28,S-701171,premium,5245,196.0
ORD-50306,CUST-014,Vandelay Industries,P-PK-4501,448,2026-05-29,S-701978,standard,1640,958.0
ORD-50307,CUST-014,Vandelay Industries,P-CH-2230,400,2026-05-27,S-703357,standard,1718,14747.0
ORD-50308,CUST-010,Hooli Hardware,P-EL-9003,285,2026-06-07,S-702781,standard,1023,1495.0
ORD-50309,CUST-007,Cyberdyne Systems,P-PW-1850,797,2026-06-17,S-702376,standard,3247,130.0
ORD-50310,CUST-012,Massive Dynamic,P-EL-9102,145,2026-05-22,S-702475,standard,2363,7192.0
ORD-50311,CUST-008,Tyrell Corporation,P-MC-7100,52,2026-05-21,S-703027,premium,14112,616.0
ORD-50312,CUST-001,Acme Industrial,P-MC-7101,116,2026-06-19,S-701857,standard,3026,2277.0
ORD-50313,CUST-008,Tyrell Corporation,P-PW-1801,76,2026-05-31,S-701393,standard,2619,44724.0
ORD-50314,CUST-006,Stark Industries,P-SW-3001,597,2026-05-24,S-701590,standard,2487,17789.0
ORD-50315,CUST-015,Sirius Cybernetics,P-MC-7102,555,2026-05-24,S-703055,standard,2708,6483.0
ORD-50316,CUST-015,Sirius Cybernetics,P-MC-7200,295,2026-05-21,S-702127,standard,3406,1749.0
ORD-50317,CUST-008,Tyrell Corporation,P-EL-9002,664,2026-06-01,S-701040,standard,1085,62278.0
ORD-50318,CUST-007,Cyberdyne Systems,P-CH-2211,164,2026-06-29,S-702550,premium,10797,10976.0
ORD-50319,CUST-012,Massive Dynamic,P-MC-7101,743,2026-05-29,S-702517,premium,7341,2473.0
ORD-50320,CUST-002,Globex Manufacturing,P-SW-3001,271,2026-05-21,S-701195,standard,1472,1669.0
ORD-50321,CUST-007,Cyberdyne Systems,P-EL-9002,47,2026-05-24,S-702795,economy,272,523.0
ORD-50322,CUST-011,Pearson Specialty Chemicals,P-PK-4501,392,2026-05-20,S-702093,standard,3390,2554.0
ORD-50323,CUST-012,Massive Dynamic,P-PW-1801,496,2026-05-26,S-703457,standard,3287,37905.0
ORD-50324,CUST-003,Initech Holdings,P-PK-4501,725,2026-06-06,S-703260,standard,1967,13059.0
ORD-50325,CUST-003,Initech Holdings,P-SW-3002,568,2026-06-17,S-701258,standard,588,74.0
ORD-50326,CUST-002,Globex Manufacturing,P-MC-7101,46,2026-05-24,S-702720,standard,1084,19339.0
ORD-50327,CUST-006,Stark Industries,P-EL-9003,781,2026-05-21,S-703364,standard,856,9911.0
ORD-50328,CUST-012,Massive Dynamic,P-PW-1850,622,2026-06-18,S-702689,standard,1986,17527.0
ORD-50329,CUST-010,Hooli Hardware,P-PK-4500,336,2026-06-05,S-701093,premium,9208,174.0
ORD-50330,CUST-002,Globex Manufacturing,P-CH-2230,440,2026-05-22,S-702718,premium,12020,413.0
ORD-50331,CUST-004,Soylent Foods,P-CH-2230,319,2026-05-24,S-701341,standard,1402,507.0
ORD-50332,CUST-011,Pearson Specialty Chemicals,P-MC-7100,732,2026-05-24,S-701462,economy,44,835.0
ORD-50333,CUST-008,Tyrell Corporation,P-EL-9102,689,2026-05-25,S-700821,standard,2176,5071.0
ORD-50334,CUST-013,Umbrella Group,P-SW-3002,728,2026-05-23,S-702237,economy,220,12206.0
ORD-50335,CUST-005,Wayne Enterprises,P-CH-2230,549,2026-06-02,S-701144,standard,1533,7533.0
ORD-50336,CUST-004,Soylent Foods,P-EL-9001,144,2026-06-04,S-702389,premium,14261,6660.0
ORD-50337,CUST-010,Hooli Hardware,P-EL-9002,95,2026-05-22,S-701660,premium,5744,322.0
ORD-50338,CUST-015,Sirius Cybernetics,P-PW-1850,567,2026-05-23,S-702974,premium,9332,77.0
ORD-50339,CUST-011,Pearson Specialty Chemicals,P-EL-9003,290,2026-05-28,S-701508,standard,3470,5457.0
ORD-50340,CUST-003,Initech Holdings,P-EL-9003,335,2026-06-02,S-703526,standard,1378,149985.0
ORD-50341,CUST-013,Umbrella Group,P-PK-4501,674,2026-05-23,S-702933,standard,1674,2316.0
ORD-50342,CUST-004,Soylent Foods,P-CH-2210,614,2026-06-02,S-702150,premium,15351,44832.0
ORD-50343,CUST-008,Tyrell Corporation,P-CH-2210,410,2026-05-24,S-702427,standard,2091,902.0
ORD-50344,CUST-015,Sirius Cybernetics,P-EL-9003,752,2026-05-29,S-701385,standard,2893,152366.0
ORD-50345,CUST-007,Cyberdyne Systems,P-EL-9102,386,2026-05-27,S-703351,standard,2689,153.0
ORD-50346,CUST-004,Soylent Foods,P-MC-7100,245,2026-05-20,S-701821,standard,1833,3751.0
ORD-50347,CUST-011,Pearson Specialty Chemicals,P-CH-2230,416,2026-06-23,S-701383,standard,895,1253.0
ORD-50348,CUST-005,Wayne Enterprises,P-CH-2211,115,2026-06-04,S-702612,premium,3827,1470.0
ORD-50349,CUST-011,Pearson Specialty Chemicals,P-CH-2211,239,2026-06-04,S-703047,economy,216,403.0
ORD-50350,CUST-006,Stark Industries,P-PW-1802,258,2026-05-24,S-702954,premium,14091,1809.0
ORD-50351,CUST-008,Tyrell Corporation,P-MC-7101,600,2026-05-23,S-702684,standard,581,45553.0
ORD-50352,CUST-006,Stark Industries,P-EL-9102,565,2026-05-21,S-702350,premium,14428,7697.0
ORD-50353,CUST-007,Cyberdyne Systems,P-MC-7100,352,2026-06-21,S-703577,economy,271,14.0
ORD-50354,CUST-008,Tyrell Corporation,P-PW-1802,125,2026-06-17,S-700767,premium,13971,8252.0
ORD-50355,CUST-010,Hooli Hardware,P-SW-3001,443,2026-05-21,S-700894,standard,3353,2097.0
ORD-50356,CUST-008,Tyrell Corporation,P-EL-9101,485,2026-06-15,S-701981,standard,2690,149.0
ORD-50357,CUST-004,Soylent Foods,P-MC-7100,107,2026-05-31,S-702206,economy,325,360.0
ORD-50358,CUST-003,Initech Holdings,P-MC-7101,354,2026-06-21,S-701472,economy,361,63.0
ORD-50359,CUST-003,Initech Holdings,P-MC-7101,148,2026-05-22,S-701645,standard,2485,14583.0
ORD-50360,CUST-002,Globex Manufacturing,P-CH-2210,648,2026-06-05,S-701005,standard,1721,3035.0
ORD-50361,CUST-010,Hooli Hardware,P-SN-5001,632,2026-05-28,S-701015,standard,2408,2041.0
ORD-50362,CUST-004,Soylent Foods,P-MC-7200,621,2026-05-29,S-703428,standard,3310,172.0
ORD-50363,CUST-010,Hooli Hardware,P-MC-7101,129,2026-05-21,S-701466,standard,2385,67794.0
ORD-50364,CUST-010,Hooli Hardware,P-PW-1801,506,2026-05-21,S-702862,standard,1816,3193.0
ORD-50365,CUST-015,Sirius Cybernetics,P-EL-9102,34,2026-05-20,S-700738,standard,1639,515.0
ORD-50366,CUST-003,Initech Holdings,P-EL-9003,628,2026-05-24,S-701627,standard,2665,423.0
ORD-50367,CUST-006,Stark Industries,P-CH-2230,742,2026-05-31,S-702372,standard,2376,1078.0
ORD-50368,CUST-012,Massive Dynamic,P-SW-3002,687,2026-06-09,S-701738,standard,1206,1351.0
ORD-50369,CUST-003,Initech Holdings,P-SW-3001,317,2026-06-08,S-702099,standard,2804,594.0
ORD-50370,CUST-003,Initech Holdings,P-CH-2211,660,2026-05-22,S-701098,premium,13116,1625.0
ORD-50371,CUST-015,Sirius Cybernetics,P-CH-2211,38,2026-06-03,S-701456,standard,2411,7862.0
ORD-50372,CUST-014,Vandelay Industries,P-PK-4500,125,2026-05-29,S-701192,standard,2416,6978.0
ORD-50373,CUST-002,Globex Manufacturing,P-PW-1802,157,2026-05-23,S-701560,premium,14672,2524.0
ORD-50374,CUST-008,Tyrell Corporation,P-EL-9102,48,2026-06-01,S-701564,premium,3328,18385.0
ORD-50375,CUST-005,Wayne Enterprises,P-CH-2211,744,2026-05-20,S-701555,standard,2167,692.0
ORD-50376,CUST-014,Vandelay Industries,P-MC-7101,422,2026-05-21,S-701568,standard,1343,111.0
ORD-50377,CUST-015,Sirius Cybernetics,P-MC-7102,369,2026-05-30,S-701859,standard,2805,2352.0
ORD-50378,CUST-010,Hooli Hardware,P-EL-9003,513,2026-05-20,S-701021,standard,2743,9913.0
ORD-50379,CUST-009,Pied Piper Logistics,P-SW-3001,289,2026-06-11,S-702129,economy,10,9652.0
ORD-50380,CUST-001,Acme Industrial,P-EL-9102,38,2026-05-30,S-701669,premium,8533,14207.0
ORD-50381,CUST-005,Wayne Enterprises,P-PK-4501,594,2026-05-28,S-703131,standard,1055,389.0
ORD-50382,CUST-001,Acme Industrial,P-MC-7102,327,2026-05-31,S-702848,premium,17943,5316.0
ORD-50383,CUST-011,Pearson Specialty Chemicals,P-EL-9001,509,2026-06-15,S-701281,standard,1013,13062.0
ORD-50384,CUST-008,Tyrell Corporation,P-CH-2211,580,2026-05-24,S-702086,standard,2130,380.0
ORD-50385,CUST-009,Pied Piper Logistics,P-EL-9002,487,2026-05-21,S-703300,standard,3125,2566.0
ORD-50386,CUST-006,Stark Industries,P-EL-9002,95,2026-05-24,S-702233,standard,2686,35119.0
ORD-50387,CUST-012,Massive Dynamic,P-EL-9101,179,2026-05-28,S-701663,standard,3316,3442.0
ORD-50388,CUST-004,Soylent Foods,P-MC-7102,710,2026-05-28,S-701628,standard,2767,4231.0
ORD-50389,CUST-013,Umbrella Group,P-PW-1801,769,2026-05-23,S-700633,standard,1046,12800.0
ORD-50390,CUST-004,Soylent Foods,P-SW-3002,659,2026-05-26,S-701372,standard,811,10834.0
ORD-50391,CUST-010,Hooli Hardware,P-PK-4500,142,2026-05-22,S-702232,standard,889,657.0
ORD-50392,CUST-001,Acme Industrial,P-EL-9002,797,2026-06-10,S-703482,premium,9981,4691.0
ORD-50393,CUST-012,Massive Dynamic,P-EL-9101,171,2026-05-24,S-701111,standard,661,5333.0
ORD-50394,CUST-005,Wayne Enterprises,P-EL-9101,456,2026-05-25,S-701833,economy,105,312.0
ORD-50395,CUST-006,Stark Industries,P-MC-7200,666,2026-05-21,S-701106,standard,668,127.0
ORD-50396,CUST-007,Cyberdyne Systems,P-PK-4501,645,2026-06-08,S-702151,standard,1195,397.0
ORD-50397,CUST-015,Sirius Cybernetics,P-SN-5001,342,2026-06-14,S-702983,premium,5487,1101.0
ORD-50398,CUST-010,Hooli Hardware,P-EL-9002,204,2026-05-21,S-701861,standard,1164,148.0
ORD-50399,CUST-009,Pied Piper Logistics,P-EL-9102,618,2026-06-10,S-703049,standard,2321,31000.0
ORD-50400,CUST-003,Initech Holdings,P-SW-3001,658,2026-05-23,S-702055,standard,3237,16760.0
ORD-50401,CUST-013,Umbrella Group,P-EL-9102,796,2026-06-03,S-701039,standard,1869,206.0
ORD-50402,CUST-001,Acme Industrial,P-MC-7100,349,2026-05-20,S-700995,economy,308,13944.0
ORD-50403,CUST-015,Sirius Cybernetics,P-CH-2211,215,2026-05-24,S-701373,standard,1515,11110.0
ORD-50404,CUST-014,Vandelay Industries,P-PK-4500,148,2026-05-30,S-702686,standard,1409,171.0
ORD-50405,CUST-009,Pied Piper Logistics,P-PW-1801,789,2026-06-03,S-702937,standard,3350,258.0
ORD-50406,CUST-005,Wayne Enterprises,P-EL-9003,269,2026-05-27,S-701887,standard,1858,3546.0
ORD-50407,CUST-008,Tyrell Corporation,P-MC-7100,526,2026-05-25,S-703453,premium,11987,952.0
ORD-50408,CUST-015,Sirius Cybernetics,P-PW-1850,269,2026-05-26,S-702842,premium,3866,3228.0
ORD-50409,CUST-001,Acme Industrial,P-EL-9101,126,2026-05-21,S-702914,premium,17185,105.0
ORD-50410,CUST-003,Initech Holdings,P-PW-1850,67,2026-06-03,S-701889,standard,3162,82.0
ORD-50411,CUST-012,Massive Dynamic,P-PW-1802,616,2026-06-02,S-700705,premium,16239,131.0
ORD-50412,CUST-014,Vandelay Industries,P-PK-4500,324,2026-05-25,S-701244,economy,29,28682.0
ORD-50413,CUST-012,Massive Dynamic,P-PW-1801,362,2026-05-20,S-703489,premium,12785,12543.0
ORD-50414,CUST-003,Initech Holdings,P-EL-9001,363,2026-05-23,S-702341,premium,17516,4183.0
ORD-50415,CUST-002,Globex Manufacturing,P-EL-9003,75,2026-06-02,S-700679,standard,2851,538.0
ORD-50416,CUST-008,Tyrell Corporation,P-PK-4500,402,2026-05-30,S-701597,standard,2664,1933.0
ORD-50417,CUST-012,Massive Dynamic,P-SW-3002,135,2026-06-13,S-701027,standard,2967,2622.0
ORD-50418,CUST-007,Cyberdyne Systems,P-EL-9001,614,2026-05-24,S-702982,economy,230,1946.0
ORD-50419,CUST-012,Massive Dynamic,P-MC-7100,569,2026-06-02,S-701538,economy,393,3844.0
ORD-50420,CUST-011,Pearson Specialty Chemicals,P-EL-9101,518,2026-05-25,S-702410,standard,1709,2594.0
ORD-50421,CUST-009,Pied Piper Logistics,P-PW-1850,473,2026-05-22,S-700931,standard,3254,3983.0
ORD-50422,CUST-009,Pied Piper Logistics,P-PW-1802,670,2026-06-16,S-703467,standard,1640,5254.0
ORD-50423,CUST-005,Wayne Enterprises,P-EL-9102,177,2026-05-21,S-703063,premium,10676,19967.0
ORD-50424,CUST-003,Initech Holdings,P-MC-7100,368,2026-05-21,S-701569,premium,4871,7337.0
ORD-50425,CUST-008,Tyrell Corporation,P-CH-2210,276,2026-05-24,S-703350,standard,753,1190.0
ORD-50426,CUST-014,Vandelay Industries,P-MC-7102,793,2026-05-24,S-702167,standard,2778,238.0
ORD-50427,CUST-008,Tyrell Corporation,P-EL-9001,798,2026-05-20,S-702070,standard,1245,28380.0
ORD-50428,CUST-012,Massive Dynamic,P-EL-9102,774,2026-06-12,S-702340,standard,2052,166.0
ORD-50429,CUST-013,Umbrella Group,P-CH-2230,574,2026-05-26,S-703226,standard,1117,685.0
ORD-50430,CUST-012,Massive Dynamic,P-CH-2211,249,2026-05-28,S-702763,standard,1613,34672.0
ORD-50431,CUST-005,Wayne Enterprises,P-SN-5001,168,2026-06-03,S-701287,standard,2100,3660.0
ORD-50432,CUST-014,Vandelay Industries,P-PW-1850,199,2026-06-14,S-703069,economy,8,6351.0
ORD-50433,CUST-001,Acme Industrial,P-EL-9001,225,2026-06-17,S-703582,economy,90,4173.0
ORD-50434,CUST-013,Umbrella Group,P-PW-1850,135,2026-05-23,S-702193,premium,16230,3235.0
ORD-50435,CUST-004,Soylent Foods,P-PW-1850,782,2026-05-24,S-701988,economy,348,3774.0
ORD-50436,CUST-005,Wayne Enterprises,P-PK-4500,617,2026-06-03,S-702050,economy,239,2360.0
ORD-50437,CUST-014,Vandelay Industries,P-MC-7102,654,2026-06-10,S-702329,premium,9318,3395.0
ORD-50438,CUST-010,Hooli Hardware,P-MC-7101,53,2026-05-22,S-702465,standard,1469,546.0
ORD-50439,CUST-003,Initech Holdings,P-EL-9101,78,2026-05-28,S-701115,economy,340,9373.0
ORD-50440,CUST-004,Soylent Foods,P-EL-9002,430,2026-05-22,S-702690,premium,4717,1157.0
ORD-50441,CUST-004,Soylent Foods,P-SW-3001,617,2026-05-30,S-702047,premium,3964,6851.0
ORD-50442,CUST-004,Soylent Foods,P-CH-2210,690,2026-06-09,S-700603,economy,254,2577.0
ORD-50443,CUST-001,Acme Industrial,P-PK-4500,398,2026-06-11,S-703160,standard,1163,5604.0
ORD-50444,CUST-002,Globex Manufacturing,P-EL-9003,435,2026-05-23,S-701604,economy,23,249.0
ORD-50445,CUST-014,Vandelay Industries,P-EL-9102,33,2026-06-01,S-700744,economy,72,5738.0
ORD-50446,CUST-001,Acme Industrial,P-CH-2211,225,2026-06-01,S-702451,standard,1464,7715.0
ORD-50447,CUST-001,Acme Industrial,P-PW-1802,663,2026-06-04,S-701734,premium,10679,5210.0
ORD-50448,CUST-005,Wayne Enterprises,P-EL-9101,702,2026-05-30,S-702546,standard,2966,28318.0
ORD-50449,CUST-010,Hooli Hardware,P-MC-7102,65,2026-06-13,S-702155,standard,1740,2535.0
ORD-50450,CUST-002,Globex Manufacturing,P-EL-9101,373,2026-05-25,S-702611,premium,17255,4112.0
ORD-50451,CUST-014,Vandelay Industries,P-SW-3002,717,2026-05-24,S-702192,premium,9554,608.0
ORD-50452,CUST-003,Initech Holdings,P-EL-9102,199,2026-06-07,S-701224,premium,10440,4534.0
ORD-50453,CUST-004,Soylent Foods,P-EL-9002,528,2026-06-07,S-700752,standard,2192,11684.0
ORD-50454,CUST-012,Massive Dynamic,P-CH-2211,409,2026-05-23,S-703488,premium,8799,4034.0
ORD-50455,CUST-011,Pearson Specialty Chemicals,P-CH-2210,758,2026-06-03,S-702948,standard,2118,5844.0
ORD-50456,CUST-001,Acme Industrial,P-PK-4501,186,2026-06-05,S-702950,premium,3186,26974.0
ORD-50457,CUST-015,Sirius Cybernetics,P-SN-5001,351,2026-06-15,S-702165,premium,10628,2750.0
ORD-50458,CUST-002,Globex Manufacturing,P-MC-7101,760,2026-06-02,S-702170,standard,1663,5117.0
ORD-50459,CUST-005,Wayne Enterprises,P-EL-9101,361,2026-05-27,S-702069,premium,13267,5062.0
ORD-50460,CUST-001,Acme Industrial,P-EL-9102,681,2026-05-24,S-701430,premium,5515,2158.0
ORD-50461,CUST-010,Hooli Hardware,P-PK-4501,300,2026-05-30,S-701704,standard,1648,912.0
ORD-50462,CUST-008,Tyrell Corporation,P-PW-1802,335,2026-05-21,S-701348,standard,1108,1686.0
ORD-50463,CUST-004,Soylent Foods,P-PW-1802,471,2026-06-02,S-701044,standard,1655,1213.0
ORD-50464,CUST-012,Massive Dynamic,P-MC-7200,129,2026-05-20,S-703438,premium,11942,169.0
ORD-50465,CUST-004,Soylent Foods,P-EL-9102,732,2026-05-28,S-700763,standard,1616,563.0
ORD-50466,CUST-015,Sirius Cybernetics,P-PK-4501,407,2026-05-21,S-701155,premium,12289,10134.0
ORD-50467,CUST-005,Wayne Enterprises,P-EL-9102,707,2026-05-23,S-702565,premium,10063,24738.0
ORD-50468,CUST-008,Tyrell Corporation,P-MC-7102,247,2026-05-23,S-703321,standard,1247,5471.0
ORD-50469,CUST-008,Tyrell Corporation,P-PW-1850,591,2026-06-10,S-702515,standard,3444,4346.0
ORD-50470,CUST-003,Initech Holdings,P-PW-1801,194,2026-06-12,S-703190,premium,12234,4940.0
ORD-50471,CUST-013,Umbrella Group,P-PW-1802,737,2026-05-20,S-702422,standard,2231,2093.0
ORD-50472,CUST-011,Pearson Specialty Chemicals,P-MC-7101,547,2026-05-22,S-703232,economy,382,250000.0
ORD-50473,CUST-002,Globex Manufacturing,P-PK-4501,31,2026-06-19,S-702271,standard,3376,35215.0
ORD-50474,CUST-011,Pearson Specialty Chemicals,P-MC-7102,459,2026-05-31,S-701454,standard,1268,7732.0
ORD-50475,CUST-003,Initech Holdings,P-CH-2211,357,2026-05-23,S-702500,standard,1464,3667.0
ORD-50476,CUST-008,Tyrell Corporation,P-MC-7100,218,2026-05-31,S-700844,standard,3475,1743.0
ORD-50477,CUST-012,Massive Dynamic,P-PW-1801,183,2026-05-20,S-700776,premium,15288,3282.0
ORD-50478,CUST-007,Cyberdyne Systems,P-EL-9003,82,2026-05-20,S-702148,premium,14787,324.0
ORD-50479,CUST-001,Acme Industrial,P-MC-7101,763,2026-05-24,S-701435,standard,2809,689.0
ORD-50480,CUST-014,Vandelay Industries,P-CH-2211,487,2026-05-21,S-700787,premium,8245,14330.0
ORD-50481,CUST-004,Soylent Foods,P-MC-7200,87,2026-06-08,S-701612,economy,89,4301.0
ORD-50482,CUST-011,Pearson Specialty Chemicals,P-MC-7102,621,2026-05-27,S-701631,standard,907,33726.0
ORD-50483,CUST-013,Umbrella Group,P-SW-3002,465,2026-05-22,S-703164,economy,361,6846.0
ORD-50484,CUST-014,Vandelay Industries,P-SW-3002,398,2026-05-26,S-701378,standard,3418,1174.0
ORD-50485,CUST-014,Vandelay Industries,P-MC-7200,516,2026-06-16,S-702326,standard,3228,122.0
ORD-50486,CUST-007,Cyberdyne Systems,P-MC-7100,190,2026-05-20,S-701985,standard,2800,343.0
ORD-50487,CUST-006,Stark Industries,P-MC-7101,730,2026-05-29,S-702013,standard,2411,329.0
ORD-50488,CUST-013,Umbrella Group,P-CH-2210,186,2026-06-05,S-702837,standard,1343,2997.0
ORD-50489,CUST-002,Globex Manufacturing,P-MC-7102,449,2026-05-27,S-703158,premium,8709,28.0
ORD-50490,CUST-013,Umbrella Group,P-SN-5001,97,2026-05-26,S-702693,standard,2834,6002.0
ORD-50491,CUST-001,Acme Industrial,P-PK-4501,414,2026-05-22,S-700837,premium,13222,2097.0
ORD-50492,CUST-007,Cyberdyne Systems,P-PK-4500,288,2026-06-01,S-702433,standard,3414,14334.0
ORD-50493,CUST-002,Globex Manufacturing,P-MC-7100,635,2026-05-20,S-703089,standard,1479,95929.0
ORD-50494,CUST-012,Massive Dynamic,P-MC-7200,510,2026-05-31,S-702391,premium,3730,6734.0
ORD-50495,CUST-013,Umbrella Group,P-SW-3002,21,2026-05-22,S-702006,standard,3342,1206.0
ORD-50496,CUST-001,Acme Industrial,P-PK-4500,786,2026-05-23,S-703530,premium,6890,19180.0
ORD-50497,CUST-013,Umbrella Group,P-EL-9002,500,2026-05-28,S-700641,economy,341,10392.0
ORD-50498,CUST-004,Soylent Foods,P-PK-4501,568,2026-06-12,S-702367,standard,1202,4920.0
ORD-50499,CUST-009,Pied Piper Logistics,P-SW-3002,567,2026-05-20,S-701516,standard,2008,330.0
ORD-50500,CUST-012,Massive Dynamic,P-EL-9101,338,2026-06-04,S-701600,standard,1255,16688.0
ORD-50501,CUST-005,Wayne Enterprises,P-CH-2210,548,2026-05-27,S-701995,standard,725,613.0
ORD-50502,CUST-005,Wayne Enterprises,P-EL-9003,421,2026-05-24,S-701732,premium,13700,8736.0
