event_id,shipment_id,event_at,event_type,location,lat,lon,milestone_planned_at,milestone_actual_at,variance_hours,note
E-S-701367-06,S-701367,2026-06-04T16:48Z,port_arrival,New York/New Jersey,,,2026-06-04T12:00Z,2026-06-04T16:48Z,4.8,
E-S-701367-07,S-701367,2026-06-05T16:48Z,customs_cleared,New York/New Jersey,,,2026-06-05T12:00Z,2026-06-05T16:48Z,4.8,
E-S-701368-01,S-701368,2026-05-23T12:00Z,booked,Genoa,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701368-02,S-701368,2026-05-24T12:00Z,picked_up,Genoa,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701368-03,S-701368,2026-05-25T12:00Z,port_departure,Genoa,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701368-04,S-701368,2026-05-26T12:00Z,in_transit,mid-route,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701368-05,S-701368,2026-05-28T02:24Z,port_arrival,Charleston,,,2026-05-27T12:00Z,2026-05-28T02:24Z,14.4,
E-S-701368-06,S-701368,2026-05-29T02:24Z,customs_cleared,Charleston,,,2026-05-28T12:00Z,2026-05-29T02:24Z,14.4,
E-S-701369-01,S-701369,2026-05-22T12:00Z,booked,Shanghai,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701369-02,S-701369,2026-05-23T12:00Z,picked_up,Shanghai,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701369-03,S-701369,2026-05-24T12:00Z,port_departure,Shanghai,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701369-04,S-701369,2026-05-25T12:00Z,in_transit,mid-route,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701369-05,S-701369,2026-05-27T00:00Z,port_arrival,Rotterdam,,,2026-05-26T12:00Z,2026-05-27T00:00Z,12.0,
E-S-701369-06,S-701369,2026-05-28T00:00Z,customs_cleared,Rotterdam,,,2026-05-27T12:00Z,2026-05-28T00:00Z,12.0,
E-S-701370-01,S-701370,2026-06-05T12:00Z,booked,Shanghai,,,2026-06-05T12:00Z,2026-06-05T12:00Z,0.0,
E-S-701370-02,S-701370,2026-06-06T12:00Z,picked_up,Shanghai,,,2026-06-06T12:00Z,2026-06-06T12:00Z,0.0,
E-S-701370-03,S-701370,2026-06-07T12:00Z,port_departure,Shanghai,,,2026-06-07T12:00Z,2026-06-07T12:00Z,0.0,
E-S-701370-04,S-701370,2026-06-08T12:00Z,in_transit,mid-route,,,2026-06-08T12:00Z,2026-06-08T12:00Z,0.0,
E-S-701370-05,S-701370,2026-06-11T12:00Z,port_arrival,Rotterdam,,,2026-06-11T12:00Z,2026-06-11T12:00Z,0.0,
E-S-701370-06,S-701370,2026-06-12T12:00Z,customs_cleared,Rotterdam,,,2026-06-12T12:00Z,2026-06-12T12:00Z,0.0,
E-S-701371-01,S-701371,2026-05-15T12:00Z,booked,Chicago O'Hare Airport,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701371-02,S-701371,2026-05-16T12:00Z,picked_up,Chicago O'Hare Airport,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701371-03,S-701371,2026-05-17T12:00Z,port_departure,Chicago O'Hare Airport,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701371-04,S-701371,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701371-05,S-701371,2026-05-15T12:00Z,delayed,mid-route,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,Exception: delayed flagged (-2.0d variance)
E-S-701371-06,S-701371,2026-05-17T12:00Z,port_arrival,Hong Kong,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701371-07,S-701371,2026-05-18T12:00Z,customs_cleared,Hong Kong,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701371-08,S-701371,2026-05-19T00:00Z,delivered,Hong Kong,,,2026-05-18T12:00Z,2026-05-19T00:00Z,12.0,
E-S-701372-01,S-701372,2026-05-18T12:00Z,booked,Yantian,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701372-02,S-701372,2026-05-19T12:00Z,picked_up,Yantian,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701372-03,S-701372,2026-05-20T12:00Z,port_departure,Yantian,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701372-04,S-701372,2026-05-22T12:00Z,in_transit,mid-route,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701372-05,S-701372,2026-05-26T19:12Z,port_arrival,Hamburg,,,2026-05-26T12:00Z,2026-05-26T19:12Z,7.2,
E-S-701372-06,S-701372,2026-05-27T19:12Z,customs_cleared,Hamburg,,,2026-05-27T12:00Z,2026-05-27T19:12Z,7.2,
E-S-701373-01,S-701373,2026-05-17T12:00Z,booked,Rotterdam,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701373-02,S-701373,2026-05-18T12:00Z,picked_up,Rotterdam,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701373-03,S-701373,2026-05-19T12:00Z,port_departure,Rotterdam,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701373-04,S-701373,2026-05-20T12:00Z,in_transit,mid-route,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701373-05,S-701373,2026-05-24T04:48Z,port_arrival,Santos,,,2026-05-23T12:00Z,2026-05-24T04:48Z,16.8,
E-S-701373-06,S-701373,2026-05-25T04:48Z,customs_cleared,Santos,,,2026-05-24T12:00Z,2026-05-25T04:48Z,16.8,
E-S-701374-01,S-701374,2026-05-31T12:00Z,booked,Shanghai,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701374-02,S-701374,2026-06-01T12:00Z,picked_up,Shanghai,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701374-03,S-701374,2026-06-02T12:00Z,port_departure,Shanghai,,,2026-06-02T12:00Z,2026-06-02T12:00Z,0.0,
E-S-701374-04,S-701374,2026-06-04T12:00Z,in_transit,mid-route,,,2026-06-04T12:00Z,2026-06-04T12:00Z,0.0,
E-S-701374-05,S-701374,2026-06-10T12:00Z,port_arrival,Düsseldorf Rail Terminal,,,2026-06-10T12:00Z,2026-06-10T12:00Z,0.0,
E-S-701374-06,S-701374,2026-06-11T12:00Z,customs_cleared,Düsseldorf Rail Terminal,,,2026-06-11T12:00Z,2026-06-11T12:00Z,0.0,
E-S-701375-01,S-701375,2026-06-09T12:00Z,booked,Singapore,,,2026-06-09T12:00Z,2026-06-09T12:00Z,0.0,
E-S-701375-02,S-701375,2026-06-10T12:00Z,picked_up,Singapore,,,2026-06-10T12:00Z,2026-06-10T12:00Z,0.0,
E-S-701375-03,S-701375,2026-06-11T12:00Z,port_departure,Singapore,,,2026-06-11T12:00Z,2026-06-11T12:00Z,0.0,
E-S-701375-04,S-701375,2026-06-12T12:00Z,in_transit,mid-route,,,2026-06-12T12:00Z,2026-06-12T12:00Z,0.0,
E-S-701375-05,S-701375,2026-06-16T04:48Z,port_arrival,Rotterdam,,,2026-06-15T12:00Z,2026-06-16T04:48Z,16.8,
E-S-701375-06,S-701375,2026-06-17T04:48Z,customs_cleared,Rotterdam,,,2026-06-16T12:00Z,2026-06-17T04:48Z,16.8,
E-S-701376-01,S-701376,2026-05-23T12:00Z,booked,Shanghai,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701376-02,S-701376,2026-05-24T12:00Z,picked_up,Shanghai,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701376-03,S-701376,2026-05-25T12:00Z,port_departure,Shanghai,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701376-04,S-701376,2026-05-27T12:00Z,in_transit,mid-route,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701376-05,S-701376,2026-05-31T14:24Z,port_arrival,Los Angeles,,,2026-05-31T12:00Z,2026-05-31T14:24Z,2.4,
E-S-701376-06,S-701376,2026-06-01T14:24Z,customs_cleared,Los Angeles,,,2026-06-01T12:00Z,2026-06-01T14:24Z,2.4,
E-S-701377-01,S-701377,2026-06-02T12:00Z,booked,Shanghai,,,2026-06-02T12:00Z,2026-06-02T12:00Z,0.0,
E-S-701377-02,S-701377,2026-06-03T12:00Z,picked_up,Shanghai,,,2026-06-03T12:00Z,2026-06-03T12:00Z,0.0,
E-S-701377-03,S-701377,2026-06-04T12:00Z,port_departure,Shanghai,,,2026-06-04T12:00Z,2026-06-04T12:00Z,0.0,
E-S-701377-04,S-701377,2026-06-06T12:00Z,in_transit,mid-route,,,2026-06-06T12:00Z,2026-06-06T12:00Z,0.0,
E-S-701377-05,S-701377,2026-06-08T12:00Z,vessel_change,mid-route,,,2026-06-08T12:00Z,2026-06-08T12:00Z,0.0,Exception: vessel change flagged (1.4d variance)
E-S-701377-06,S-701377,2026-06-10T21:36Z,port_arrival,Rotterdam,,,2026-06-10T12:00Z,2026-06-10T21:36Z,9.6,
E-S-701377-07,S-701377,2026-06-11T21:36Z,customs_cleared,Rotterdam,,,2026-06-11T12:00Z,2026-06-11T21:36Z,9.6,
E-S-701378-01,S-701378,2026-05-19T12:00Z,booked,Tianjin,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701378-02,S-701378,2026-05-20T12:00Z,picked_up,Tianjin,,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701378-03,S-701378,2026-05-21T12:00Z,port_departure,Tianjin,,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701378-04,S-701378,2026-05-22T12:00Z,in_transit,mid-route,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701378-05,S-701378,2026-05-26T04:48Z,port_arrival,Hamburg,,,2026-05-25T12:00Z,2026-05-26T04:48Z,16.8,
E-S-701378-06,S-701378,2026-05-27T04:48Z,customs_cleared,Hamburg,,,2026-05-26T12:00Z,2026-05-27T04:48Z,16.8,
E-S-701379-01,S-701379,2026-05-14T12:00Z,booked,Nhava Sheva,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701379-02,S-701379,2026-05-15T12:00Z,picked_up,Nhava Sheva,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701379-03,S-701379,2026-05-16T12:00Z,port_departure,Nhava Sheva,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701379-04,S-701379,2026-05-18T12:00Z,in_transit,mid-route,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701379-05,S-701379,2026-05-22T21:36Z,port_arrival,Rotterdam,,,2026-05-22T12:00Z,2026-05-22T21:36Z,9.6,
E-S-701379-06,S-701379,2026-05-23T21:36Z,customs_cleared,Rotterdam,,,2026-05-23T12:00Z,2026-05-23T21:36Z,9.6,
E-S-701379-07,S-701379,2026-05-24T12:36Z,delivered,Rotterdam,,,2026-05-24T12:00Z,2026-05-24T12:36Z,0.6,
E-S-701380-01,S-701380,2026-05-14T12:00Z,booked,Hong Kong,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701380-02,S-701380,2026-05-15T12:00Z,picked_up,Hong Kong,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701380-03,S-701380,2026-05-16T12:00Z,port_departure,Hong Kong,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701380-04,S-701380,2026-05-19T12:00Z,in_transit,mid-route,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701380-05,S-701380,2026-05-26T12:00Z,port_arrival,Frankfurt am Main Airport,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701380-06,S-701380,2026-05-27T12:00Z,customs_cleared,Frankfurt am Main Airport,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701381-01,S-701381,2026-05-30T12:00Z,booked,Yantian,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701381-02,S-701381,2026-05-31T12:00Z,picked_up,Yantian,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701381-03,S-701381,2026-06-01T12:00Z,port_departure,Yantian,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701381-04,S-701381,2026-06-03T12:00Z,in_transit,mid-route,,,2026-06-03T12:00Z,2026-06-03T12:00Z,0.0,
E-S-701381-05,S-701381,2026-06-08T00:00Z,port_arrival,Callao (Lima),,,2026-06-07T12:00Z,2026-06-08T00:00Z,12.0,
E-S-701381-06,S-701381,2026-06-09T00:00Z,customs_cleared,Callao (Lima),,,2026-06-08T12:00Z,2026-06-09T00:00Z,12.0,
E-S-701382-01,S-701382,2026-06-17T12:00Z,booked,Ningbo,,,2026-06-17T12:00Z,2026-06-17T12:00Z,0.0,
E-S-701382-02,S-701382,2026-06-18T12:00Z,picked_up,Ningbo,,,2026-06-18T12:00Z,2026-06-18T12:00Z,0.0,
E-S-701382-03,S-701382,2026-06-19T12:00Z,port_departure,Ningbo,,,2026-06-19T12:00Z,2026-06-19T12:00Z,0.0,
E-S-701382-04,S-701382,2026-06-20T12:00Z,in_transit,mid-route,,,2026-06-20T12:00Z,2026-06-20T12:00Z,0.0,
E-S-701382-05,S-701382,2026-06-22T00:00Z,port_arrival,Rotterdam,,,2026-06-21T12:00Z,2026-06-22T00:00Z,12.0,
E-S-701382-06,S-701382,2026-06-23T00:00Z,customs_cleared,Rotterdam,,,2026-06-22T12:00Z,2026-06-23T00:00Z,12.0,
E-S-701383-01,S-701383,2026-06-14T12:00Z,booked,Qingdao,,,2026-06-14T12:00Z,2026-06-14T12:00Z,0.0,
E-S-701383-02,S-701383,2026-06-15T12:00Z,picked_up,Qingdao,,,2026-06-15T12:00Z,2026-06-15T12:00Z,0.0,
E-S-701383-03,S-701383,2026-06-16T12:00Z,port_departure,Qingdao,,,2026-06-16T12:00Z,2026-06-16T12:00Z,0.0,
E-S-701383-04,S-701383,2026-06-18T12:00Z,in_transit,mid-route,,,2026-06-18T12:00Z,2026-06-18T12:00Z,0.0,
E-S-701383-05,S-701383,2026-06-25T09:36Z,port_arrival,Le Havre,,,2026-06-24T12:00Z,2026-06-25T09:36Z,21.6,
E-S-701383-06,S-701383,2026-06-26T09:36Z,customs_cleared,Le Havre,,,2026-06-25T12:00Z,2026-06-26T09:36Z,21.6,
E-S-701384-01,S-701384,2026-05-30T12:00Z,booked,Yantian,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701384-02,S-701384,2026-05-31T12:00Z,picked_up,Yantian,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701384-03,S-701384,2026-06-01T12:00Z,port_departure,Yantian,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701384-04,S-701384,2026-06-01T12:00Z,in_transit,mid-route,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701384-05,S-701384,2026-06-01T12:00Z,port_arrival,Callao (Lima),,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701384-06,S-701384,2026-06-02T12:00Z,customs_cleared,Callao (Lima),,,2026-06-02T12:00Z,2026-06-02T12:00Z,0.0,
E-S-701385-01,S-701385,2026-05-22T12:00Z,booked,Busan,,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701385-02,S-701385,2026-05-23T12:00Z,picked_up,Busan,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701385-03,S-701385,2026-05-24T12:00Z,port_departure,Busan,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701385-04,S-701385,2026-05-25T12:00Z,in_transit,mid-route,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701385-05,S-701385,2026-05-29T02:24Z,port_arrival,New York/New Jersey,,,2026-05-28T12:00Z,2026-05-29T02:24Z,14.4,
E-S-701385-06,S-701385,2026-05-30T02:24Z,customs_cleared,New York/New Jersey,,,2026-05-29T12:00Z,2026-05-30T02:24Z,14.4,
E-S-701386-01,S-701386,2026-05-20T12:00Z,booked,Jebel Ali (Dubai),,,2026-05-20T12:00Z,2026-05-20T12:00Z,0.0,
E-S-701386-02,S-701386,2026-05-21T12:00Z,picked_up,Jebel Ali (Dubai),,,2026-05-21T12:00Z,2026-05-21T12:00Z,0.0,
E-S-701386-03,S-701386,2026-05-22T12:00Z,port_departure,Jebel Ali (Dubai),,,2026-05-22T12:00Z,2026-05-22T12:00Z,0.0,
E-S-701386-04,S-701386,2026-05-23T12:00Z,in_transit,mid-route,,,2026-05-23T12:00Z,2026-05-23T12:00Z,0.0,
E-S-701386-05,S-701386,2026-05-26T14:24Z,port_arrival,Rotterdam,,,2026-05-26T12:00Z,2026-05-26T14:24Z,2.4,
E-S-701386-06,S-701386,2026-05-27T14:24Z,customs_cleared,Rotterdam,,,2026-05-27T12:00Z,2026-05-27T14:24Z,2.4,
E-S-701387-01,S-701387,2026-05-16T12:00Z,booked,Shanghai,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701387-02,S-701387,2026-05-17T12:00Z,picked_up,Shanghai,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701387-03,S-701387,2026-05-18T12:00Z,port_departure,Shanghai,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701387-04,S-701387,2026-05-19T12:00Z,in_transit,mid-route,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701387-05,S-701387,2026-05-20T14:24Z,port_arrival,New York/New Jersey,,,2026-05-20T12:00Z,2026-05-20T14:24Z,2.4,
E-S-701387-06,S-701387,2026-05-21T14:24Z,customs_cleared,New York/New Jersey,,,2026-05-21T12:00Z,2026-05-21T14:24Z,2.4,
E-S-701387-07,S-701387,2026-05-22T10:24Z,delivered,New York/New Jersey,,,2026-05-21T12:00Z,2026-05-22T10:24Z,22.4,
E-S-701388-01,S-701388,2026-06-14T12:00Z,booked,Yantian,,,2026-06-14T12:00Z,2026-06-14T12:00Z,0.0,
E-S-701388-02,S-701388,2026-06-15T12:00Z,picked_up,Yantian,,,2026-06-15T12:00Z,2026-06-15T12:00Z,0.0,
E-S-701388-03,S-701388,2026-06-16T12:00Z,port_departure,Yantian,,,2026-06-16T12:00Z,2026-06-16T12:00Z,0.0,
E-S-701388-04,S-701388,2026-06-16T12:00Z,in_transit,mid-route,,,2026-06-16T12:00Z,2026-06-16T12:00Z,0.0,
E-S-701388-05,S-701388,2026-06-16T12:00Z,port_arrival,Hamburg,,,2026-06-16T12:00Z,2026-06-16T12:00Z,0.0,
E-S-701388-06,S-701388,2026-06-17T12:00Z,customs_cleared,Hamburg,,,2026-06-17T12:00Z,2026-06-17T12:00Z,0.0,
E-S-701389-01,S-701389,2026-05-16T12:00Z,booked,Shanghai,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701389-02,S-701389,2026-05-17T12:00Z,picked_up,Shanghai,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701389-03,S-701389,2026-05-18T12:00Z,port_departure,Shanghai,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701389-04,S-701389,2026-05-18T12:00Z,in_transit,mid-route,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701389-05,S-701389,2026-05-17T12:00Z,port_congestion,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,Exception: port congestion flagged (-1.3d variance)
E-S-701389-06,S-701389,2026-05-19T04:48Z,port_arrival,Düsseldorf Rail Terminal,,,2026-05-18T12:00Z,2026-05-19T04:48Z,16.8,
E-S-701389-07,S-701389,2026-05-20T04:48Z,customs_cleared,Düsseldorf Rail Terminal,,,2026-05-19T12:00Z,2026-05-20T04:48Z,16.8,
E-S-701389-08,S-701389,2026-05-20T23:48Z,delivered,Düsseldorf Rail Terminal,,,2026-05-20T12:00Z,2026-05-20T23:48Z,11.8,
E-S-701390-01,S-701390,2026-05-16T12:00Z,booked,Shanghai,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701390-02,S-701390,2026-05-17T12:00Z,picked_up,Shanghai,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701390-03,S-701390,2026-05-18T12:00Z,port_departure,Shanghai,,,2026-05-18T12:00Z,2026-05-18T12:00Z,0.0,
E-S-701390-04,S-701390,2026-05-19T12:00Z,in_transit,mid-route,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701390-05,S-701390,2026-05-23T09:36Z,port_arrival,Düsseldorf Rail Terminal,,,2026-05-22T12:00Z,2026-05-23T09:36Z,21.6,
E-S-701390-06,S-701390,2026-05-24T09:36Z,customs_cleared,Düsseldorf Rail Terminal,,,2026-05-23T12:00Z,2026-05-24T09:36Z,21.6,
E-S-701390-07,S-701390,2026-05-24T14:36Z,delivered,Düsseldorf Rail Terminal,,,2026-05-24T12:00Z,2026-05-24T14:36Z,2.6,
E-S-701391-01,S-701391,2026-05-30T12:00Z,booked,Yantian,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701391-02,S-701391,2026-05-31T12:00Z,picked_up,Yantian,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701391-03,S-701391,2026-06-01T12:00Z,port_departure,Yantian,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701391-04,S-701391,2026-06-02T12:00Z,in_transit,mid-route,,,2026-06-02T12:00Z,2026-06-02T12:00Z,0.0,
E-S-701391-05,S-701391,2026-06-04T02:24Z,port_arrival,Callao (Lima),,,2026-06-03T12:00Z,2026-06-04T02:24Z,14.4,
E-S-701391-06,S-701391,2026-06-05T02:24Z,customs_cleared,Callao (Lima),,,2026-06-04T12:00Z,2026-06-05T02:24Z,14.4,
E-S-701392-01,S-701392,2026-06-07T12:00Z,booked,Qingdao,,,2026-06-07T12:00Z,2026-06-07T12:00Z,0.0,
E-S-701392-02,S-701392,2026-06-08T12:00Z,picked_up,Qingdao,,,2026-06-08T12:00Z,2026-06-08T12:00Z,0.0,
E-S-701392-03,S-701392,2026-06-09T12:00Z,port_departure,Qingdao,,,2026-06-09T12:00Z,2026-06-09T12:00Z,0.0,
E-S-701392-04,S-701392,2026-06-10T12:00Z,in_transit,mid-route,,,2026-06-10T12:00Z,2026-06-10T12:00Z,0.0,
E-S-701392-05,S-701392,2026-06-14T09:36Z,port_arrival,Le Havre,,,2026-06-13T12:00Z,2026-06-14T09:36Z,21.6,
E-S-701392-06,S-701392,2026-06-15T09:36Z,customs_cleared,Le Havre,,,2026-06-14T12:00Z,2026-06-15T09:36Z,21.6,
E-S-701393-01,S-701393,2026-05-24T12:00Z,booked,Mundra,,,2026-05-24T12:00Z,2026-05-24T12:00Z,0.0,
E-S-701393-02,S-701393,2026-05-25T12:00Z,picked_up,Mundra,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701393-03,S-701393,2026-05-26T12:00Z,port_departure,Mundra,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701393-04,S-701393,2026-05-27T12:00Z,in_transit,mid-route,,,2026-05-27T12:00Z,2026-05-27T12:00Z,0.0,
E-S-701393-05,S-701393,2026-05-31T02:24Z,port_arrival,Felixstowe,,,2026-05-30T12:00Z,2026-05-31T02:24Z,14.4,
E-S-701393-06,S-701393,2026-06-01T02:24Z,customs_cleared,Felixstowe,,,2026-05-31T12:00Z,2026-06-01T02:24Z,14.4,
E-S-701394-01,S-701394,2026-05-14T12:00Z,booked,Frankfurt am Main Airport,,,2026-05-14T12:00Z,2026-05-14T12:00Z,0.0,
E-S-701394-02,S-701394,2026-05-15T12:00Z,picked_up,Frankfurt am Main Airport,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701394-03,S-701394,2026-05-16T12:00Z,port_departure,Frankfurt am Main Airport,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701394-04,S-701394,2026-05-17T12:00Z,in_transit,mid-route,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701394-05,S-701394,2026-05-20T14:24Z,port_arrival,Shanghai,,,2026-05-20T12:00Z,2026-05-20T14:24Z,2.4,
E-S-701394-06,S-701394,2026-05-21T14:24Z,customs_cleared,Shanghai,,,2026-05-21T12:00Z,2026-05-21T14:24Z,2.4,
E-S-701394-07,S-701394,2026-05-22T05:24Z,delivered,Shanghai,,,2026-05-21T12:00Z,2026-05-22T05:24Z,17.4,
E-S-701395-01,S-701395,2026-05-28T12:00Z,booked,Hamburg,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701395-02,S-701395,2026-05-29T12:00Z,picked_up,Hamburg,,,2026-05-29T12:00Z,2026-05-29T12:00Z,0.0,
E-S-701395-03,S-701395,2026-05-30T12:00Z,port_departure,Hamburg,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701395-04,S-701395,2026-05-31T12:00Z,in_transit,mid-route,,,2026-05-31T12:00Z,2026-05-31T12:00Z,0.0,
E-S-701395-05,S-701395,2026-06-02T07:12Z,port_arrival,Santos,,,2026-06-01T12:00Z,2026-06-02T07:12Z,19.2,
E-S-701395-06,S-701395,2026-06-03T07:12Z,customs_cleared,Santos,,,2026-06-02T12:00Z,2026-06-03T07:12Z,19.2,
E-S-701396-01,S-701396,2026-05-15T12:00Z,booked,Frankfurt am Main Airport,,,2026-05-15T12:00Z,2026-05-15T12:00Z,0.0,
E-S-701396-02,S-701396,2026-05-16T12:00Z,picked_up,Frankfurt am Main Airport,,,2026-05-16T12:00Z,2026-05-16T12:00Z,0.0,
E-S-701396-03,S-701396,2026-05-17T12:00Z,port_departure,Frankfurt am Main Airport,,,2026-05-17T12:00Z,2026-05-17T12:00Z,0.0,
E-S-701396-04,S-701396,2026-05-19T12:00Z,in_transit,mid-route,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
E-S-701396-05,S-701396,2026-05-25T12:00Z,port_arrival,Shanghai,,,2026-05-25T12:00Z,2026-05-25T12:00Z,0.0,
E-S-701396-06,S-701396,2026-05-26T12:00Z,customs_cleared,Shanghai,,,2026-05-26T12:00Z,2026-05-26T12:00Z,0.0,
E-S-701397-01,S-701397,2026-05-28T12:00Z,booked,Shanghai,,,2026-05-28T12:00Z,2026-05-28T12:00Z,0.0,
E-S-701397-02,S-701397,2026-05-29T12:00Z,picked_up,Shanghai,,,2026-05-29T12:00Z,2026-05-29T12:00Z,0.0,
E-S-701397-03,S-701397,2026-05-30T12:00Z,port_departure,Shanghai,,,2026-05-30T12:00Z,2026-05-30T12:00Z,0.0,
E-S-701397-04,S-701397,2026-06-01T12:00Z,in_transit,mid-route,,,2026-06-01T12:00Z,2026-06-01T12:00Z,0.0,
E-S-701397-05,S-701397,2026-06-06T02:24Z,port_arrival,Düsseldorf Rail Terminal,,,2026-06-05T12:00Z,2026-06-06T02:24Z,14.4,
E-S-701397-06,S-701397,2026-06-07T02:24Z,customs_cleared,Düsseldorf Rail Terminal,,,2026-06-06T12:00Z,2026-06-07T02:24Z,14.4,
E-S-701398-01,S-701398,2026-05-19T12:00Z,booked,Busan,,,2026-05-19T12:00Z,2026-05-19T12:00Z,0.0,
